image,text,category
data/raw/other/utrset_054.png,قضا کے لیے تینوں مذکورہئ بالاشکلوں میں ایک شکل اختیارکرنی پڑے گی، ہندوستان,
data/raw/other/utrset_055.png,میں مسلمانوں کے ان شرعی معاملات کے نظم،نسق، ترتیب، ان احکام کے احیاء اور,
data/raw/other/utrset_056.png,مندی سے قاضی کاانتخاب کریں، یہ تینوں شکلیں فقہ کی کتابوں میں مذکور ہیں۔,
data/raw/other/utrset_057.png,کردے، یہ مسلمان والی پھر قاضی مقرر کرے (۳) یہ بھی ممکن نہ ہو تو مسلمان اپنی باہمی رضا,
data/raw/other/utrset_058.png,ہوسکے توغیر مسلم حکومت سے مطالبہ کیاجائے کہ وہی ان پر ایک مسلمان والی مقرر,
data/raw/other/utrset_059.png,انتخاب کریں اور وہ قاضیوں کا تقرر کرے جو نکاح وطلاق کے مسئلے کو طے کریں (۲)یہ نہ,
data/raw/synthetic/urdu_1.png,پاکستان زندہ باد,
data/raw/synthetic/urdu_2.png,آج کا موسم خوشگوار ہے,
data/raw/synthetic/urdu_3.png,تعلیم ہر انسان کا حق ہے,
data/raw/synthetic/urdu_4.png,کراچی پاکستان کا سب سے بڑا شہر ہے,
data/raw/synthetic/urdu_5.png,محنت کامیابی کی کنجی ہے,
data/raw/synthetic/urdu_6.png,علم انسان کو روشنی دیتا ہے,
data/raw/synthetic/urdu_7.png,وقت کی قدر کرنی چاہیے,
data/raw/synthetic/urdu_8.png,صحت سب سے بڑی نعمت ہے,
data/raw/synthetic/urdu_9.png,دوستی ایک قیمتی رشتہ ہے,
data/raw/synthetic/urdu_10.png,محنت کبھی رائیگاں نہیں جاتی,
data/raw/synthetic/urdu_11.png,پانی زندگی کی علامت ہے,
data/raw/synthetic/urdu_12.png,کتاب انسان کی بہترین دوست ہے,
data/raw/synthetic/urdu_13.png,سچ بولنا ایک اچھی عادت ہے,
data/raw/synthetic/urdu_14.png,لاہور پاکستان کا دل ہے,
data/raw/synthetic/urdu_15.png,بچے ملک کا مستقبل ہیں,
data/raw/synthetic/urdu_16.png,صبر کا پھل میٹھا ہوتا ہے,
data/raw/synthetic/urdu_17.png,ورزش صحت کے لیے ضروری ہے,
data/raw/synthetic/urdu_18.png,اردو ایک خوبصورت زبان ہے,
data/raw/synthetic/urdu_19.png,درخت ہمیں آکسیجن دیتے ہیں,
data/raw/synthetic/urdu_20.png,نظم و ضبط کامیابی کی کنجی ہے,
data/raw/books/book_001.png,باب 1 لیپ ٹاپ تکیے پہ رکھا تھا اور وہ اس کے سامنے کہنیوں کے بل اوندھی لیٹی تھی۔ اسکرین کی روشنی اس کے چہرے کو چمکا رہی تھی۔ وہ ٹھوڑی تلے ہتھیلی رکھے دوسرے ہاتھ کی ایک انگلی لیپ ٹاپ کے ٹچ پیڈ پر پھیر رہی تھی۔ لمبے، سیدھے، سیاہ بال پیچھے کمر پہ پڑے تھے۔ اس کی آنکھیں بھی ویسی ہی تھیں۔ سیاہ، بڑی بڑی مغلی آنکھیں، جن میں چاندنی کی سی چمک تھی اور چہرہ تو ملائی کا بنا لگتا تھا۔ سفید، ملائم اور چمکدار۔ وہ اسی مگن انداز میں اسکرین پر نگاہیں مرکوز کیے، ٹچ پیڈ پہ انگلی پھیر رہی تھی۔ ایک کلک کے بعد اگلا صفحہ کھلا تو ایک دم اس کی متحرک انگلی ٹھہر گئی۔ اسکرین پہ جمی آنکھوں میں ذرا سا تفکر اُبھرا اور پھر بے چینی۔ اس نے جلدی جلدی دو، تین بٹن دبائے۔ لوڈنگ...... اگلے صفحے کے لوڈ ہونے کا انتظار کرتے ہوئے اسی مضطرب انداز میں اس نے انگلی سے چہرے کے دائیں طرف پھسلتی لٹیں پیچھے کیں۔ چند سیکنڈ بعد صفحہ لوڈ ہو گیا تھا۔ وہ بے چینی سے چہرہ اسکرین کے قریب لائی تو سلکی بالوں کی چند لٹیں پھر سے شانے پہ پھسل کر آگے گر گئیں۔ جیسے جیسے وہ پڑھتی گئی، اس کی سیاہ آنکھیں حیرت سے پھیلتی گئیں۔ لب ذرا سے کھل گئے اور پورا وجود بے یقینی میں ڈوب گیا۔ ڈھیر سارے لمحے لگنے تھے، اسے خود کو یقین دلانے میں کہ جو وہ پڑھ رہی ہے، بالکل سچ ہے اور جیسے ہی اس کے ذہن نے یقین کی دھرتی کو چھوا، وہ ایک جھٹکے سے اُٹھ بیٹھی۔ اس کا سیل فون سائیڈ ٹیبل پہ رکھا تھا۔ اس نے ہاتھ بڑھا کر سیل اُٹھایا اور جلدی جلدی کوئی نمبر ملانے لگی۔ رات کی مقدس خاموشی میں بٹنوں کی آواز نے ذرا سا ارتعاش پیدا کیا تھا۔ اس نے فون کان سے لگایا۔ دوسری جانب گھنٹی جا رہی تھی۔ ”ہیلو زارا؟“ شاید رابطہ مل گیا تھا، تب ہی وہ دبے دبے جوش سے چہکی۔ ”کیسی ہو؟ سو تو نہیں گئی تھیں؟ حیا بول رہی ہوں۔“ دوسری طرف اس کی دوست کچھ کہہ رہی تھی۔ وہ لمحے بھر کو سننے کے لیے رکی، پھر دھیرے سے ہنس دی۔ ”ساری باتیں چھوڑو زارا! میرے پاس جو بڑی خبر ہے، وہ سنو!“ اب وہ عادتاً سیاہ بالوں کی ایک موٹی لٹ انگلی پہ لپیٹتی کہہ رہی تھی۔ ”اور تم یقین نہیں کرو گی، میں جانتی ہوں۔“ ”ارے نہیں، داور بھائی کی شادی کے متعلق نہیں ہے۔“ دوسری جانب زارا نے کچھ کہا تو اس نے فوراً تردید کی۔ ”بلکہ یوں کرو، تم گیس کرو کہ میں تمہیں کیا بتانے والی ہوں۔“ اس نے ایک ہاتھ سے لیپ ٹاپ پرے کیا اور تکیہ نکال کر بیڈ کراؤن کے ساتھ سیدھا لگایا، پھر اس سے ٹیک لگا کر پاؤں سیدھے کر لیے۔,
data/raw/books/book_002.png,فہرست مضامین,
data/raw/books/book_003.png,باب اول,
data/raw/books/book_004.png,باب دوم,
data/raw/books/book_005.png,باب سوم,
data/raw/books/book_006.png,باب چہارم,
data/raw/books/book_007.png,حرفِ آغاز,
data/raw/books/book_008.png,پیش رس,
data/raw/books/book_009.png,ابتدائیہ,
data/raw/books/book_010.png,مقدمہ,
data/raw/books/book_011.png,تعارف,
data/raw/books/book_012.png,پہلا حصہ,
data/raw/books/book_013.png,دوسرا حصہ,
data/raw/books/book_014.png,تیسرا حصہ,
data/raw/books/book_015.png,آخری حصہ,
data/raw/books/book_016.png,خلاصہ,
data/raw/books/book_017.png,نتائج,
data/raw/books/book_018.png,حوالہ جات,
data/raw/books/book_019.png,کتابیات,
data/raw/books/book_020.png,ضمیمہ,
data/raw/books/book_021.png,اشاریہ,
data/raw/books/book_022.png,فرہنگ,
data/raw/books/book_023.png,غزل,
data/raw/books/book_024.png,نظم,
data/raw/books/book_025.png,مرثیہ,
data/raw/books/book_026.png,قصیدہ,
data/raw/books/book_027.png,رباعی,
data/raw/books/book_028.png,مثنوی,
data/raw/books/book_029.png,قطعات,
data/raw/books/book_030.png,مکتوبات,
data/raw/books/book_031.png,افسانہ,
data/raw/books/book_032.png,ناول,
data/raw/books/book_033.png,ڈرامہ,
data/raw/books/book_034.png,سفرنامہ,
data/raw/books/book_035.png,آپ بیتی,
data/raw/newspaper/newspaper_001.png,پہلی بات,
data/raw/newspaper/newspaper_002.png,جاگو جگاؤ,
data/raw/newspaper/newspaper_003.png,دلوں میں رہنے والے,
data/raw/newspaper/newspaper_004.png,عبادت کیا ہے,
data/raw/newspaper/newspaper_005.png,روشن اقوال,
data/raw/newspaper/newspaper_006.png,دنیا کی مشہور مساجد,
data/raw/newspaper/newspaper_007.png,دنیا کی مشہور مساجد - نیلی مسجد، استنبول,
data/raw/newspaper/newspaper_008.png,دنیا کی مشہور مساجد - مسجد طوبیٰ، کراچی,
data/raw/newspaper/newspaper_009.png,بلاعنوان انعامی کہانی,
data/raw/newspaper/newspaper_010.png,بلاعنوان انعامی کہانی,
data/raw/newspaper/newspaper_011.png,بلاعنوان انعامی کہانی,
data/raw/newspaper/newspaper_012.png,بلاعنوان انعامی کہانی,
data/raw/newspaper/newspaper_013.png,بلاعنوان انعامی کہانی,
data/raw/newspaper/newspaper_014.png,بلاعنوان انعامی کہانی,
data/raw/newspaper/newspaper_015.png,پہلی بات,
data/raw/newspaper/newspaper_016.png,جاگو جگاؤ,
data/raw/newspaper/newspaper_017.png,انصاف کی آواز,
data/raw/newspaper/newspaper_018.png,اسلام ایک نظر میں,
data/raw/newspaper/newspaper_019.png,سمندر کی رنگ برنگی دنیا,
data/raw/newspaper/newspaper_020.png,سمندر کی رنگ برنگی دنیا - گریٹ بیرئیر ریف,
data/raw/newspaper/newspaper_021.png,بطخ,
data/raw/newspaper/newspaper_022.png,جانوروں کی زندگی - ڈونلڈ ڈک,
data/raw/newspaper/newspaper_023.png,بطخ کی مشہور اقسام,
data/raw/newspaper/newspaper_024.png,پہاڑوں کا بیٹا,
data/raw/newspaper/newspaper_025.png,پہاڑوں کا بیٹا,
data/raw/newspaper/newspaper_026.png,قلعہ روہتاس,
data/raw/newspaper/newspaper_027.png,قلعہ روہتاس - بارہ دروازے,
data/raw/newspaper/newspaper_028.png,قلعہ روہتاس - شاہی مسجد,
data/raw/newspaper/newspaper_029.png,قلعہ روہتاس - محلات اور باؤلیاں,
data/raw/newspaper/newspaper_030.png,کتاب اور کہانی,
data/raw/newspaper/newspaper_031.png,کتاب اور کہانی - ننھا شہزادہ,
data/raw/newspaper/newspaper_032.png,بلاعنوان انعامی کہانی,
data/raw/newspaper/newspaper_033.png,بلاعنوان انعامی کہانی,
data/raw/newspaper/newspaper_034.png,بلاعنوان انعامی کہانی,
data/raw/newspaper/newspaper_035.png,بلاعنوان انعامی کہانی,
data/raw/newspaper/newspaper_036.png,سبق,
data/raw/newspaper/newspaper_037.png,سبق,
data/raw/newspaper/newspaper_038.png,سبق,
raw/synthetic/synth_0000.jpg,مصباح الحق کی قیادت میں ون ڈے ٹیم کے 7 کھلاڑی آج بھارت روانہ ہوں گے,synthetic
raw/synthetic/synth_0001.jpg,ایشین کبڈی ورلڈ کپ غیرمعینہ مدت کے لیے ملتوی,synthetic
raw/synthetic/synth_0002.jpg,مائیکل کلارک کی توہم پرستی آسٹریلیا کی ناکامی کا سبب بنی,synthetic
raw/synthetic/synth_0003.jpg,کوہلی نے محمد عامر کو خطرناک ترین بولر قرار دیدیا,synthetic
raw/synthetic/synth_0004.jpg,ون ڈے رینکنگ، سیریز میں جان لڑانے کا پاکستان کو صلہ نہیں ملے گا,synthetic
raw/synthetic/synth_0005.jpg,اسپین میں مسافر کا جہاز کے پر کے اوپر بیٹھ کر انوکھا احتجاج,synthetic
raw/synthetic/synth_0006.jpg,دوسرا ٹی 20، گونارتنے نے کینگروز کے دانت کھٹے کردیے,synthetic
raw/synthetic/synth_0007.jpg,اسپاٹ فکسنگ: خالد لطیف نے ایک بار پھر ٹریبیونل پر اعتراضات اٹھا دیئے,synthetic
raw/synthetic/synth_0008.jpg,زندگی بدلنی ہے تو کمپیوٹر پاس ورڈ سے مدد لیجیے!,synthetic
raw/synthetic/synth_0009.jpg,نزلہ،زکام، بخار سمیت بیشتر امراض کی دوائیں ناپید ہونے سے مریض پریشان,synthetic
raw/synthetic/synth_0010.jpg,ٹیسٹ رینکنگ میں نمبر ون بولر کا تاج اینڈرسن کے سر سج گیا,synthetic
raw/synthetic/synth_0011.jpg,ٹرائنگولر کرکٹ سیریز سری لنکا نے اپنے نام کر لی,synthetic
raw/synthetic/synth_0012.jpg,چیمپئنز ٹرافی، آفریدی اورعمراکمل کا انتخاب، سلیکٹرز مشکل میں پڑ گئے,synthetic
raw/synthetic/synth_0013.jpg,ہاکی فیڈریشن نے انتخابی شیڈول کو حتمی شکل دے دی,synthetic
raw/synthetic/synth_0014.jpg,ہاکی کیمپ: منتخب کھلاڑی آج لاہور میں رپورٹ کرینگے,synthetic
raw/synthetic/synth_0015.jpg,کوہلی کی برانڈ ویلیو میں اضافہ، شاہ رخ کے بعد دوسرے نمبرپرفائز,synthetic
raw/synthetic/synth_0016.jpg,ٹینس سے دورماریا شراپووا امریکا میں چاکلیٹ بیچنے لگیں,synthetic
raw/synthetic/synth_0017.jpg,ظہیرخان کی اداکارہ ساگریکا سے منگنی,synthetic
raw/synthetic/synth_0018.jpg,شفاف اور دھندلا ہوجانے والا نینو شیشہ,synthetic
raw/synthetic/synth_0019.jpg,زمبابوے سے سیریز؛ بے اعتبار بیٹنگ نے کوچ کی دھڑکنیں تیز کردیں,synthetic
raw/synthetic/synth_0020.jpg,فاسٹ بولر محمد عرفان کی والدہ انتقال کر گئیں,synthetic
raw/synthetic/synth_0021.jpg,بحران حل کرنے کیلیے اقبال قاسم مزید فرائض نبھانے کوتیار,synthetic
raw/synthetic/synth_0022.jpg,روس کا 2030 تک چاند پر مستقل کالونی بنانے کا منصوبہ,synthetic
raw/synthetic/synth_0023.jpg,شہریار کو نیب سے ’’معاملات‘‘ جلد حل ہونے کی امید,synthetic
raw/synthetic/synth_0024.jpg,بھارتی ایتھلیٹ سیلفی کے چکر میں ہلاک,synthetic
raw/synthetic/synth_0025.jpg,پی ایس ایل تھری فائنل کے لیے میچ آفیشلز کا اعلان,synthetic
raw/synthetic/synth_0026.jpg,دورۂ زمبابوے میں سینئرز کو آرام کا موقع دینا چاہیے,synthetic
raw/synthetic/synth_0027.jpg,پاکستان کی جیت پر حنیف محمد بھی خوشی سے سرشار,synthetic
raw/synthetic/synth_0028.jpg,قومی فٹبال ٹیم کے لیے غیر ملکی کوچ کی خدمات حاصل کرنے کا فیصلہ,synthetic
raw/synthetic/synth_0029.jpg,چین سے حشیش کے پودوں میں لپٹی ہوئی 2500 سال قدیم لاش,synthetic
raw/synthetic/synth_0030.jpg,سہیل تنویر کے گھر ننھے مہمان کی آمد,synthetic
raw/synthetic/synth_0031.jpg,ٹروٹ کے اعصاب پہلے ہی ایشز ٹیسٹ میں جواب دے گئے,synthetic
raw/synthetic/synth_0032.jpg,آئی سی سی کا پاک زمبابوے سیریز کے لئے آفیشلز نہ بھیجنے کا اعلان,synthetic
raw/synthetic/synth_0033.jpg,ریم اور روم کی ضرورت ختم کرنے والی نئی میموری تیار,synthetic
raw/synthetic/synth_0034.jpg,پاکستان نے سپرسکسز ٹورنامنٹ میں بھارت کو شکست دے دی,synthetic
raw/synthetic/synth_0035.jpg,بیٹنگ پر دھیان مرکوز رکھنے کیلیے گانے گانا دھونی کی مجبوری !!!,synthetic
raw/synthetic/synth_0036.jpg,گرتی ہوئی دیوار کو آخری دھکا دینےکیلیے پاکستان تیار,synthetic
raw/synthetic/synth_0037.jpg,مثبت پاکستانی تاثر دنیا میں اجاگر کرتا رہوں گا، عامر خان,synthetic
raw/synthetic/synth_0038.jpg,وقار کو گرین سگنل دینے پر باقی اُمیدوار غصے سے لال,synthetic
raw/synthetic/synth_0039.jpg,بل گیٹس ایک بار پھر دنیا کے امیر ترین شخص بن گئے,synthetic
raw/synthetic/synth_0040.jpg,ورلڈ کپ 2015 کے لئے 15 رکنی قومی کرکٹ ٹیم کا اعلان,synthetic
raw/synthetic/synth_0041.jpg,پی ایس ایل میں غیر ملکی اسٹارز کی کمی کھٹکنے لگی,synthetic
raw/synthetic/synth_0042.jpg,آفریدی نے پاکستانی پلیئرز سے ’’ڈومور‘‘ کا مطالبہ کردیا,synthetic
raw/synthetic/synth_0043.jpg,ہلدی منہ کے کینسر کیلئے مفید ہے، ماہرین,synthetic
raw/synthetic/synth_0044.jpg,قومی ٹیم کے ناکام بولنگ کوچ مستقبل کے سہانے خواب دکھانے لگے,synthetic
raw/synthetic/synth_0045.jpg,ورلڈ کپ میں کیوں ہارے؟ ناقص کارکردگی کا آج پوسٹ مارٹم ہوگا,synthetic
raw/synthetic/synth_0046.jpg,آئی پی ایل کی افتتاحی تقریب انعقاد سے قبل تنازع کا شکار,synthetic
raw/synthetic/synth_0047.jpg,شکست پر بوکھلا کر بھارت نے کوچ کے پر کتر دیے,synthetic
raw/synthetic/synth_0048.jpg,ویمنز ٹی20 کرکٹ،پاکستان نے آئرلینڈ کو زیر کرلیا,synthetic
raw/synthetic/synth_0049.jpg,موٹاپا 8 سالہ بچے کو بھی دل کا مریض بنا سکتا ہے، تحقیق,synthetic
raw/synthetic/synth_0050.jpg,پی ایس ایل میں چھٹی ٹیم قبول نہیں، فرنچائزز ڈٹ گئیں,synthetic
raw/synthetic/synth_0051.jpg,بھارت سیریز سے قبل ہی پاکستان کو ناز نخرے دکھانے لگا,synthetic
raw/synthetic/synth_0052.jpg,کرکٹ کے لیے حنیف محمدکی خدمات انمول ہیں، آئی سی سی چیف,synthetic
raw/synthetic/synth_0053.jpg,ٹیسٹ رینکنگ: یونس کا ایک درجے بہتری سے نواں نمبر,synthetic
raw/synthetic/synth_0054.jpg,مشکوک بولنگ ٹیسٹ کی رپورٹ خفیہ دستاویز بن گئی,synthetic
raw/synthetic/synth_0055.jpg,قاتل روبوٹ تیار کرنے والی جنوبی کوریا کی یونیورسٹی کا بائیکاٹ,synthetic
raw/synthetic/synth_0056.jpg,انڈین ویلز ٹینس؛ ریڈوانسکا کو کریلنکو نے واپس کا پروانہ تھمادیا,synthetic
raw/synthetic/synth_0057.jpg,برازیل کا انوکھا خاندان جس کے ہر فرد کی 24 انگلیاں ہیں,synthetic
raw/synthetic/synth_0058.jpg,ٹیم کے بیٹنگ کوچ ٹرینٹ ووڈہل کو فارغ کردیا گیا,synthetic
raw/synthetic/synth_0059.jpg,بھنڈی، غذا ہی نہیں بلکہ خطرناک امراض سے بچاؤ کا قدرتی ذریعہ بھی ہے,synthetic
raw/synthetic/synth_0060.jpg,ورلڈ کپ ہاکی میں آسٹریلیا اور انگلینڈ کی سیمی فائنل تک رسائی,synthetic
raw/synthetic/synth_0061.jpg,روسی صدر کی تصویر گاڑی پر لگائیں، چالان اور رشوت ستانی سے بچیں!,synthetic
raw/synthetic/synth_0062.jpg,کم شکر میں زیادہ مٹھاس والی صحت بخش چاکلیٹ تیار,synthetic
raw/synthetic/synth_0063.jpg,ناقص فیلڈنگ پر حیران شعیب اخترکا قومی کرکٹرز کو منفرد مشورہ,synthetic
raw/synthetic/synth_0064.jpg,اصلی پھولوں سے بنی موبائل فون کیسنگ تیار,synthetic
raw/synthetic/synth_0065.jpg,زیادہ کھانا موٹاپے کے ساتھ جگر کی خرابی کا بھی باعث ہو سکتا ہے، تحقیق,synthetic
raw/synthetic/synth_0066.jpg,فیس بک وڈیو شیئرنگ میں یو ٹیوب کے لیے خطرہ بن گئی,synthetic
raw/synthetic/synth_0067.jpg,تھائی پولیس  چُڑیل  کے تعاقب میں۔۔۔۔!,synthetic
raw/synthetic/synth_0068.jpg,تیسرا ٹیسٹ، پروٹیز ایڑی چوٹی کا زور لگانے کے باوجود ناکام,synthetic
raw/synthetic/synth_0069.jpg,شعیب ثانیہ نے اپنے ہونے والے بچے کا نام بتادیا,synthetic
raw/synthetic/synth_0070.jpg,زمبابوے کی سری لنکا کے خلاف تاریخی فتح,synthetic
raw/synthetic/synth_0071.jpg,محمد عامر فلم ’’یلغار‘‘ دیکھنے کے لیے سینما پہنچ گئے,synthetic
raw/synthetic/synth_0072.jpg,پاکستان ہاکی فیڈریشن کے سیکرٹری رانا مجاہد عہدے سے مستعفی,synthetic
raw/synthetic/synth_0073.jpg,افریقی شیروں کا شکار، کوچ نئے ہتھیار آزمانے کے خواہاں,synthetic
raw/synthetic/synth_0074.jpg,آئی سی سی بورڈ کا 2 روزہ اجلاس لندن میں شروع,synthetic
raw/synthetic/synth_0075.jpg,ہاتھوں سے ظاہر ہونے والی پانچ خطرناک بیماریاں,synthetic
raw/synthetic/synth_0076.jpg,ورلڈ الیون میں شمولیت بین کٹنگ کیلیے منفرد تجربہ,synthetic
raw/synthetic/synth_0077.jpg,آنکھوں کے دانے ؛  گھریلو علاج اور چند احتیاطیں,synthetic
